month,level_1,level_2,value
1977-09,All Items,Clothing & Footwear,78.758
1977-09,All Items,Housing & Utilities,37.096
1977-09,All Items,Household Durables And Services,61.193
1977-09,All Items,Health Care,28.954
1977-09,All Items,Transport,31.576
1977-09,All Items,Communication,131.831
1977-09,All Items,Recreation & Culture,58.621
1977-09,All Items,Education,20.736
1977-09,All Items,Miscellaneous Goods & Services,32.339
1977-10,All Items,Food,46.743
1977-10,All Items,Food Excl Food Servicing Services,na
1977-10,All Items,Food Servicing Services,na
1977-10,All Items,Clothing & Footwear,78.758
1977-10,All Items,Housing & Utilities,37.096
1977-10,All Items,Household Durables And Services,61.401
1977-10,All Items,Health Care,28.954
1977-10,All Items,Transport,31.586
1977-10,All Items,Communication,131.831
1977-10,All Items,Recreation & Culture,58.882
1977-10,All Items,Education,20.736
1977-10,All Items,Miscellaneous Goods & Services,33.064
1977-11,All Items,Food,47.332
1977-11,All Items,Food Excl Food Servicing Services,na
1977-11,All Items,Food Servicing Services,na
1977-11,All Items,Clothing & Footwear,78.953
1977-11,All Items,Housing & Utilities,37.102
1977-11,All Items,Household Durables And Services,61.435
1977-11,All Items,Health Care,29.002
1977-11,All Items,Transport,31.586
1977-11,All Items,Communication,131.831
1977-11,All Items,Recreation & Culture,58.882
1977-11,All Items,Education,20.736
1977-11,All Items,Miscellaneous Goods & Services,33.735
1977-12,All Items,Food,49.092
1977-12,All Items,Food Excl Food Servicing Services,na
1977-12,All Items,Food Servicing Services,na
1977-12,All Items,Clothing & Footwear,79.263
1977-12,All Items,Housing & Utilities,37.108
1977-12,All Items,Household Durables And Services,61.463
1977-12,All Items,Health Care,29.017
1977-12,All Items,Transport,31.586
1977-12,All Items,Communication,131.831
1977-12,All Items,Recreation & Culture,58.882
1977-12,All Items,Education,20.736
1977-12,All Items,Miscellaneous Goods & Services,33.724
1978-01,All Items,Food,48.533
1978-01,All Items,Food Excl Food Servicing Services,na
1978-01,All Items,Food Servicing Services,na
1978-01,All Items,Clothing & Footwear,80.025
1978-01,All Items,Housing & Utilities,37.124
1978-01,All Items,Household Durables And Services,61.356
1978-01,All Items,Health Care,29.576
1978-01,All Items,Transport,31.637
1978-01,All Items,Communication,131.797
1978-01,All Items,Recreation & Culture,58.833
1978-01,All Items,Education,21.363
1978-01,All Items,Miscellaneous Goods & Services,33.62
1978-02,All Items,Food,49.204
1978-02,All Items,Food Excl Food Servicing Services,na
1978-02,All Items,Food Servicing Services,na
1978-02,All Items,Clothing & Footwear,79.804
1978-02,All Items,Housing & Utilities,37.124
1978-02,All Items,Household Durables And Services,61.521
1978-02,All Items,Health Care,29.584
1978-02,All Items,Transport,31.637
1978-02,All Items,Communication,131.797
1978-02,All Items,Recreation & Culture,58.737
1978-02,All Items,Education,21.363
1978-02,All Items,Miscellaneous Goods & Services,33.634
1978-03,All Items,Food,47.877
1978-03,All Items,Food Excl Food Servicing Services,na
1978-03,All Items,Food Servicing Services,na
1978-03,All Items,Clothing & Footwear,79.663
1978-03,All Items,Housing & Utilities,37.124
1978-03,All Items,Household Durables And Services,61.592
1978-03,All Items,Health Care,29.741
1978-03,All Items,Transport,31.72
1978-03,All Items,Communication,131.797
1978-03,All Items,Recreation & Culture,58.726
1978-03,All Items,Education,21.363
1978-03,All Items,Miscellaneous Goods & Services,33.586
1978-04,All Items,Food,47.891
1978-04,All Items,Food Excl Food Servicing Services,na
1978-04,All Items,Food Servicing Services,na
1978-04,All Items,Clothing & Footwear,79.236
1978-04,All Items,Housing & Utilities,36.917
1978-04,All Items,Household Durables And Services,61.592
1978-04,All Items,Health Care,30.027
1978-04,All Items,Transport,31.914
1978-04,All Items,Communication,137.22
1978-04,All Items,Recreation & Culture,64.017
1978-04,All Items,Education,21.363
1978-04,All Items,Miscellaneous Goods & Services,33.596
1978-05,All Items,Food,48.211
1978-05,All Items,Food Excl Food Servicing Services,na
1978-05,All Items,Food Servicing Services,na
1978-05,All Items,Clothing & Footwear,79.312
1978-05,All Items,Housing & Utilities,36.914
1978-05,All Items,Household Durables And Services,61.592
1978-05,All Items,Health Care,30.083
1978-05,All Items,Transport,31.929
1978-05,All Items,Communication,137.22
1978-05,All Items,Recreation & Culture,64.017
1978-05,All Items,Education,21.363
1978-05,All Items,Miscellaneous Goods & Services,33.612
1978-06,All Items,Food,48.367
1978-06,All Items,Food Excl Food Servicing Services,na
1978-06,All Items,Food Servicing Services,na
1978-06,All Items,Clothing & Footwear,79.702
1978-06,All Items,Housing & Utilities,36.914
1978-06,All Items,Household Durables And Services,61.655
1978-06,All Items,Health Care,30.099
1978-06,All Items,Transport,31.955
1978-06,All Items,Communication,137.22
1978-06,All Items,Recreation & Culture,64.166
1978-06,All Items,Education,21.363
1978-06,All Items,Miscellaneous Goods & Services,33.717
1978-07,All Items,Food,48.671
1978-07,All Items,Food Excl Food Servicing Services,na
1978-07,All Items,Food Servicing Services,na
1978-07,All Items,Clothing & Footwear,80.259
1978-07,All Items,Housing & Utilities,36.914
1978-07,All Items,Household Durables And Services,62.035
1978-07,All Items,Health Care,30.3
1978-07,All Items,Transport,34.527
1978-07,All Items,Communication,137.22
1978-07,All Items,Recreation & Culture,64.129
1978-07,All Items,Education,21.363
1978-07,All Items,Miscellaneous Goods & Services,33.719
1978-08,All Items,Food,49.092
1978-08,All Items,Food Excl Food Servicing Services,na
1978-08,All Items,Food Servicing Services,na
1978-08,All Items,Clothing & Footwear,80.578
1978-08,All Items,Housing & Utilities,36.915
1978-08,All Items,Household Durables And Services,62.132
1978-08,All Items,Health Care,30.344
1978-08,All Items,Transport,34.554
1978-08,All Items,Communication,137.22
1978-08,All Items,Recreation & Culture,64.202
1978-08,All Items,Education,21.363
1978-08,All Items,Miscellaneous Goods & Services,33.72
1978-09,All Items,Food,49.227
1978-09,All Items,Food Excl Food Servicing Services,na
1978-09,All Items,Food Servicing Services,na
1978-09,All Items,Clothing & Footwear,80.645
1978-09,All Items,Housing & Utilities,36.927
1978-09,All Items,Household Durables And Services,62.21
1978-09,All Items,Health Care,30.354
1978-09,All Items,Transport,34.569
1978-09,All Items,Communication,137.22
1978-09,All Items,Recreation & Culture,64.321
1978-09,All Items,Education,21.363
1978-09,All Items,Miscellaneous Goods & Services,33.73
1978-10,All Items,Food,48.788
1978-10,All Items,Food Excl Food Servicing Services,na
1978-10,All Items,Food Servicing Services,na
1978-10,All Items,Clothing & Footwear,80.375
1978-10,All Items,Housing & Utilities,36.929
1978-10,All Items,Household Durables And Services,62.018
1978-10,All Items,Health Care,30.371
1978-10,All Items,Transport,34.581
1978-10,All Items,Communication,137.22
1978-10,All Items,Recreation & Culture,64.321
1978-10,All Items,Education,22.388
1978-10,All Items,Miscellaneous Goods & Services,33.733
1978-11,All Items,Food,49.316
1978-11,All Items,Food Excl Food Servicing Services,na
1978-11,All Items,Food Servicing Services,na
1978-11,All Items,Clothing & Footwear,80.346
1978-11,All Items,Housing & Utilities,37.04
1978-11,All Items,Household Durables And Services,62.249
1978-11,All Items,Health Care,30.413
1978-11,All Items,Transport,34.581
1978-11,All Items,Communication,137.22
1978-11,All Items,Recreation & Culture,64.367
1978-11,All Items,Education,22.398
1978-11,All Items,Miscellaneous Goods & Services,33.733
1978-12,All Items,Food,49.134
1978-12,All Items,Food Excl Food Servicing Services,na
1978-12,All Items,Food Servicing Services,na
1978-12,All Items,Clothing & Footwear,81.401
1978-12,All Items,Housing & Utilities,37.119
1978-12,All Items,Household Durables And Services,62.38
1978-12,All Items,Health Care,30.466
1978-12,All Items,Transport,34.581
1978-12,All Items,Communication,137.22
1978-12,All Items,Recreation & Culture,64.44
1978-12,All Items,Education,22.398
1978-12,All Items,Miscellaneous Goods & Services,33.735
1979-01,All Items,Food,48.997
1979-01,All Items,Food Excl Food Servicing Services,na
1979-01,All Items,Food Servicing Services,na
1979-01,All Items,Clothing & Footwear,82.223
1979-01,All Items,Housing & Utilities,37.126
1979-01,All Items,Household Durables And Services,62.508
1979-01,All Items,Health Care,30.542
1979-01,All Items,Transport,34.595
1979-01,All Items,Communication,137.22
1979-01,All Items,Recreation & Culture,65.336
1979-01,All Items,Education,22.398
1979-01,All Items,Miscellaneous Goods & Services,33.984
1979-02,All Items,Food,48.677
1979-02,All Items,Food Excl Food Servicing Services,na
1979-02,All Items,Food Servicing Services,na
1979-02,All Items,Clothing & Footwear,82.076
1979-02,All Items,Housing & Utilities,37.126
1979-02,All Items,Household Durables And Services,62.751
1979-02,All Items,Health Care,30.602
1979-02,All Items,Transport,34.598
1979-02,All Items,Communication,137.22
1979-02,All Items,Recreation & Culture,65.28
1979-02,All Items,Education,22.398
1979-02,All Items,Miscellaneous Goods & Services,34.003
1979-03,All Items,Food,48.289
1979-03,All Items,Food Excl Food Servicing Services,na
1979-03,All Items,Food Servicing Services,na
1979-03,All Items,Clothing & Footwear,82.342
1979-03,All Items,Housing & Utilities,37.126
1979-03,All Items,Household Durables And Services,63.55
1979-03,All Items,Health Care,30.622
1979-03,All Items,Transport,34.602
1979-03,All Items,Communication,137.22
1979-03,All Items,Recreation & Culture,65.535
1979-03,All Items,Education,22.398
1979-03,All Items,Miscellaneous Goods & Services,33.881
1979-04,All Items,Food,48.748
1979-04,All Items,Food Excl Food Servicing Services,na
1979-04,All Items,Food Servicing Services,na
1979-04,All Items,Clothing & Footwear,81.524
1979-04,All Items,Housing & Utilities,37.131
1979-04,All Items,Household Durables And Services,63.819
1979-04,All Items,Health Care,30.64
1979-04,All Items,Transport,34.605
1979-04,All Items,Communication,137.22
1979-04,All Items,Recreation & Culture,65.62
1979-04,All Items,Education,22.398
1979-04,All Items,Miscellaneous Goods & Services,33.918
1979-05,All Items,Food,49.113
1979-05,All Items,Food Excl Food Servicing Services,na
1979-05,All Items,Food Servicing Services,na
1979-05,All Items,Clothing & Footwear,81.889
1979-05,All Items,Housing & Utilities,37.981
1979-05,All Items,Household Durables And Services,64.402
1979-05,All Items,Health Care,30.668
1979-05,All Items,Transport,34.605
1979-05,All Items,Communication,137.22
1979-05,All Items,Recreation & Culture,65.643
1979-05,All Items,Education,22.398
1979-05,All Items,Miscellaneous Goods & Services,33.937
1979-06,All Items,Food,49.321
1979-06,All Items,Food Excl Food Servicing Services,na
1979-06,All Items,Food Servicing Services,na
1979-06,All Items,Clothing & Footwear,82.116
1979-06,All Items,Housing & Utilities,38.014
1979-06,All Items,Household Durables And Services,64.69
1979-06,All Items,Health Care,30.73
1979-06,All Items,Transport,34.609
1979-06,All Items,Communication,137.22
1979-06,All Items,Recreation & Culture,65.662
1979-06,All Items,Education,22.398
1979-06,All Items,Miscellaneous Goods & Services,33.981
1979-07,All Items,Food,50.041
1979-07,All Items,Food Excl Food Servicing Services,na
1979-07,All Items,Food Servicing Services,na
1979-07,All Items,Clothing & Footwear,83.631
1979-07,All Items,Housing & Utilities,38.819
1979-07,All Items,Household Durables And Services,64.883
1979-07,All Items,Health Care,31.111
1979-07,All Items,Transport,34.908
1979-07,All Items,Communication,137.22
1979-07,All Items,Recreation & Culture,65.806
1979-07,All Items,Education,22.646
1979-07,All Items,Miscellaneous Goods & Services,33.996
1979-08,All Items,Food,51.011
1979-08,All Items,Food Excl Food Servicing Services,na
1979-08,All Items,Food Servicing Services,na
1979-08,All Items,Clothing & Footwear,83.884
1979-08,All Items,Housing & Utilities,40.357
1979-08,All Items,Household Durables And Services,65.017
1979-08,All Items,Health Care,31.529
1979-08,All Items,Transport,35.554
1979-08,All Items,Communication,137.22
1979-08,All Items,Recreation & Culture,65.906
1979-08,All Items,Education,22.693
1979-08,All Items,Miscellaneous Goods & Services,34.23
1979-09,All Items,Food,51.071
1979-09,All Items,Food Excl Food Servicing Services,na
1979-09,All Items,Food Servicing Services,na
1979-09,All Items,Clothing & Footwear,84.187
1979-09,All Items,Housing & Utilities,40.62
1979-09,All Items,Household Durables And Services,65.495
1979-09,All Items,Health Care,32.013
1979-09,All Items,Transport,39.905
1979-09,All Items,Communication,137.22
1979-09,All Items,Recreation & Culture,66.125
1979-09,All Items,Education,22.693
1979-09,All Items,Miscellaneous Goods & Services,34.353
1979-10,All Items,Food,51.018
1979-10,All Items,Food Excl Food Servicing Services,na
1979-10,All Items,Food Servicing Services,na
1979-10,All Items,Clothing & Footwear,83.886
1979-10,All Items,Housing & Utilities,40.644
1979-10,All Items,Household Durables And Services,65.73
1979-10,All Items,Health Care,32.045
1979-10,All Items,Transport,39.909
1979-10,All Items,Communication,137.22
1979-10,All Items,Recreation & Culture,66.675
1979-10,All Items,Education,22.737
1979-10,All Items,Miscellaneous Goods & Services,34.389
1979-11,All Items,Food,51.863
1979-11,All Items,Food Excl Food Servicing Services,na
1979-11,All Items,Food Servicing Services,na
1979-11,All Items,Clothing & Footwear,83.45
1979-11,All Items,Housing & Utilities,40.794
1979-11,All Items,Household Durables And Services,65.805
1979-11,All Items,Health Care,32.079
1979-11,All Items,Transport,39.927
1979-11,All Items,Communication,137.22
1979-11,All Items,Recreation & Culture,66.664
1979-11,All Items,Education,22.842
1979-11,All Items,Miscellaneous Goods & Services,34.453
